Loaded problem from /home/jordan/antoine/cuADMM/examples/plato/TXT/swissroll/
              vector length: 320400
      number of constraints: 3380
           number of blocks: 1
  number of non-zeros in At: 330537
   number of non-zeros in b: 3379
   number of non-zeros in C: 800

Analysis of the blk vector:
        1 matrices of size 800 (large)

Analysis of the large matrices sizes:
    size of large matrices: 800 
  number of large matrices:   1 
    total size of large matrices: 640000
  sum of sizes of large matrices: 800
    nb large (with multiplicity): 1
  large matrices start indices: 0 640000 

Analysis of the small matrices sizes:
    size of small matrices: 
  number of small matrices: 
    total size of small matrices: 0
  sum of sizes of small matrices: 0
    nb small (with multiplicity): 0
  small matrices start indices: 0 

 -------------------------------------------------------------------------------
                                    cuADMM
 -------------------------------------------------------------------------------
 norm of C = 2.9e+01, norm of b = 3.8e+02

  it. | p infeas d infeas | primal obj.   dual obj. rel. gap |  time |   sigma | 
 84500 | 2.46e-02 2.75e-02 | -3.8919e+05 -5.8098e+05 1.98e-01 | 1668.5 | 9.0e-01 |
 84600 | 2.83e-02 2.47e-02 | -3.8986e+05 -5.8096e+05 1.97e-01 | 1670.4 | 1.5e+00 |
 84700 | 2.82e-02 2.44e-02 | -3.9039e+05 -5.8089e+05 1.96e-01 | 1672.4 | 9.0e-01 |
 84800 | 2.50e-02 2.81e-02 | -3.9072e+05 -5.8086e+05 1.96e-01 | 1674.3 | 5.4e-01 |
 84900 | 2.42e-02 2.76e-02 | -3.9113e+05 -5.8066e+05 1.95e-01 | 1676.3 | 9.0e-01 |
 85000 | 2.84e-02 2.48e-02 | -3.9181e+05 -5.8045e+05 1.94e-01 | 1678.3 | 1.5e+00 |
 85100 | 2.86e-02 2.43e-02 | -3.9235e+05 -5.8021e+05 1.93e-01 | 1680.2 | 9.0e-01 |
 85200 | 2.55e-02 2.89e-02 | -3.9267e+05 -5.8000e+05 1.93e-01 | 1682.2 | 5.4e-01 |
 85300 | 2.47e-02 2.81e-02 | -3.9307e+05 -5.7995e+05 1.92e-01 | 1684.1 | 9.0e-01 |
 85400 | 2.88e-02 2.48e-02 | -3.9374e+05 -5.7997e+05 1.91e-01 | 1686.1 | 1.5e+00 |
 85500 | 2.88e-02 2.43e-02 | -3.9426e+05 -5.7995e+05 1.91e-01 | 1688.1 | 9.0e-01 |
 85600 | 2.52e-02 2.86e-02 | -3.9459e+05 -5.7997e+05 1.90e-01 | 1690.0 | 5.4e-01 |
 85700 | 2.42e-02 2.82e-02 | -3.9500e+05 -5.7977e+05 1.90e-01 | 1692.0 | 9.0e-01 |
 85800 | 2.92e-02 2.50e-02 | -3.9567e+05 -5.7952e+05 1.89e-01 | 1693.9 | 1.5e+00 |
 85900 | 2.94e-02 2.43e-02 | -3.9620e+05 -5.7924e+05 1.88e-01 | 1695.9 | 9.0e-01 |
 86000 | 2.58e-02 2.96e-02 | -3.9652e+05 -5.7898e+05 1.87e-01 | 1697.8 | 5.4e-01 |
 86100 | 2.48e-02 2.88e-02 | -3.9692e+05 -5.7893e+05 1.87e-01 | 1699.8 | 9.0e-01 |
 86200 | 2.94e-02 2.49e-02 | -3.9759e+05 -5.7898e+05 1.86e-01 | 1701.8 | 1.5e+00 |
 86300 | 2.95e-02 2.43e-02 | -3.9811e+05 -5.7900e+05 1.85e-01 | 1703.7 | 9.0e-01 |
 86400 | 2.55e-02 2.93e-02 | -3.9843e+05 -5.7905e+05 1.85e-01 | 1705.7 | 5.4e-01 |
 86500 | 2.43e-02 2.89e-02 | -3.9884e+05 -5.7882e+05 1.84e-01 | 1707.6 | 9.0e-01 |
 86600 | 3.02e-02 2.53e-02 | -3.9951e+05 -5.7857e+05 1.83e-01 | 1709.6 | 1.5e+00 |
 86700 | 3.05e-02 2.44e-02 | -4.0003e+05 -5.7826e+05 1.82e-01 | 1711.6 | 9.0e-01 |
 86800 | 2.61e-02 3.05e-02 | -4.0035e+05 -5.7797e+05 1.82e-01 | 1713.5 | 5.4e-01 |
 86900 | 2.48e-02 2.96e-02 | -4.0075e+05 -5.7792e+05 1.81e-01 | 1715.5 | 9.0e-01 |
 87000 | 3.01e-02 2.52e-02 | -4.0141e+05 -5.7800e+05 1.80e-01 | 1717.4 | 1.5e+00 |
 87100 | 3.03e-02 2.44e-02 | -4.0193e+05 -5.7805e+05 1.80e-01 | 1719.4 | 9.0e-01 |
 87200 | 2.59e-02 3.01e-02 | -4.0225e+05 -5.7810e+05 1.79e-01 | 1721.4 | 5.4e-01 |
 87300 | 2.45e-02 2.99e-02 | -4.0265e+05 -5.7785e+05 1.79e-01 | 1723.3 | 9.0e-01 |
 87400 | 3.15e-02 2.56e-02 | -4.0332e+05 -5.7759e+05 1.78e-01 | 1725.3 | 1.5e+00 |
 87500 | 3.16e-02 2.45e-02 | -4.0384e+05 -5.7729e+05 1.77e-01 | 1727.2 | 9.0e-01 |
 87600 | 2.65e-02 3.16e-02 | -4.0415e+05 -5.7697e+05 1.76e-01 | 1729.2 | 5.4e-01 |
 87700 | 2.48e-02 3.05e-02 | -4.0455e+05 -5.7691e+05 1.76e-01 | 1731.2 | 9.0e-01 |
 87800 | 3.08e-02 2.55e-02 | -4.0521e+05 -5.7703e+05 1.75e-01 | 1733.1 | 1.5e+00 |
 87900 | 3.13e-02 2.44e-02 | -4.0572e+05 -5.7712e+05 1.74e-01 | 1735.1 | 9.0e-01 |
 88000 | 2.65e-02 3.10e-02 | -4.0604e+05 -5.7716e+05 1.74e-01 | 1737.0 | 5.4e-01 |
 88100 | 2.46e-02 3.09e-02 | -4.0644e+05 -5.7690e+05 1.73e-01 | 1739.0 | 9.0e-01 |
 88200 | 3.28e-02 2.60e-02 | -4.0710e+05 -5.7663e+05 1.72e-01 | 1740.9 | 1.5e+00 |
 88300 | 3.29e-02 2.47e-02 | -4.0762e+05 -5.7633e+05 1.71e-01 | 1742.9 | 9.0e-01 |
 88400 | 2.71e-02 3.27e-02 | -4.0793e+05 -5.7600e+05 1.71e-01 | 1744.9 | 5.4e-01 |
 88500 | 2.48e-02 3.16e-02 | -4.0833e+05 -5.7594e+05 1.70e-01 | 1746.8 | 9.0e-01 |
 88600 | 3.17e-02 2.59e-02 | -4.0899e+05 -5.7607e+05 1.70e-01 | 1748.8 | 1.5e+00 |
 88700 | 3.23e-02 2.45e-02 | -4.0949e+05 -5.7621e+05 1.69e-01 | 1750.7 | 9.0e-01 |
 88800 | 2.71e-02 3.21e-02 | -4.0981e+05 -5.7624e+05 1.69e-01 | 1752.7 | 5.4e-01 |
 88900 | 2.46e-02 3.21e-02 | -4.1021e+05 -5.7598e+05 1.68e-01 | 1754.7 | 9.0e-01 |
 89000 | 3.41e-02 2.64e-02 | -4.1086e+05 -5.7570e+05 1.67e-01 | 1756.6 | 1.5e+00 |
 89100 | 3.41e-02 2.48e-02 | -4.1138e+05 -5.7541e+05 1.66e-01 | 1758.6 | 9.0e-01 |
 89200 | 2.76e-02 3.37e-02 | -4.1169e+05 -5.7506e+05 1.66e-01 | 1760.5 | 5.4e-01 |
 89300 | 2.47e-02 3.27e-02 | -4.1208e+05 -5.7499e+05 1.65e-01 | 1762.5 | 9.0e-01 |
 89400 | 3.27e-02 2.63e-02 | -4.1274e+05 -5.7515e+05 1.64e-01 | 1764.5 | 1.5e+00 |
 89500 | 3.34e-02 2.47e-02 | -4.1324e+05 -5.7532e+05 1.64e-01 | 1766.4 | 9.0e-01 |
 89600 | 2.76e-02 3.33e-02 | -4.1356e+05 -5.7535e+05 1.64e-01 | 1768.4 | 5.4e-01 |
 89700 | 2.46e-02 3.32e-02 | -4.1395e+05 -5.7508e+05 1.63e-01 | 1770.3 | 9.0e-01 |
 89800 | 3.54e-02 2.69e-02 | -4.1460e+05 -5.7481e+05 1.62e-01 | 1772.3 | 1.5e+00 |
 89900 | 3.52e-02 2.50e-02 | -4.1511e+05 -5.7454e+05 1.61e-01 | 1774.2 | 9.0e-01 |
 90000 | 2.82e-02 3.47e-02 | -4.1542e+05 -5.7417e+05 1.60e-01 | 1776.2 | 5.4e-01 |
 90100 | 2.47e-02 3.38e-02 | -4.1581e+05 -5.7410e+05 1.60e-01 | 1778.2 | 9.0e-01 |
 90200 | 3.37e-02 2.68e-02 | -4.1647e+05 -5.7428e+05 1.59e-01 | 1780.1 | 1.5e+00 |
 90300 | 3.44e-02 2.48e-02 | -4.1697e+05 -5.7447e+05 1.59e-01 | 1782.1 | 9.0e-01 |
 90400 | 2.81e-02 3.45e-02 | -4.1728e+05 -5.7450e+05 1.59e-01 | 1784.1 | 5.4e-01 |
 90500 | 2.47e-02 3.43e-02 | -4.1767e+05 -5.7424e+05 1.58e-01 | 1786.0 | 9.0e-01 |
 90600 | 3.64e-02 2.72e-02 | -4.1831e+05 -5.7397e+05 1.57e-01 | 1788.0 | 1.5e+00 |
 90700 | 3.61e-02 2.51e-02 | -4.1882e+05 -5.7370e+05 1.56e-01 | 1789.9 | 9.0e-01 |
 90800 | 2.87e-02 3.54e-02 | -4.1913e+05 -5.7333e+05 1.55e-01 | 1791.9 | 5.4e-01 |
 90900 | 2.47e-02 3.47e-02 | -4.1952e+05 -5.7325e+05 1.55e-01 | 1793.9 | 9.0e-01 |
 91000 | 3.45e-02 2.73e-02 | -4.2017e+05 -5.7344e+05 1.54e-01 | 1795.8 | 1.5e+00 |
 91100 | 3.54e-02 2.49e-02 | -4.2067e+05 -5.7364e+05 1.54e-01 | 1797.8 | 9.0e-01 |
 91200 | 2.85e-02 3.55e-02 | -4.2098e+05 -5.7369e+05 1.54e-01 | 1799.7 | 5.4e-01 |
 91300 | 2.47e-02 3.50e-02 | -4.2136e+05 -5.7345e+05 1.53e-01 | 1801.7 | 9.0e-01 |
 91400 | 3.68e-02 2.75e-02 | -4.2200e+05 -5.7318e+05 1.52e-01 | 1803.6 | 1.5e+00 |
 91500 | 3.67e-02 2.51e-02 | -4.2250e+05 -5.7291e+05 1.51e-01 | 1805.6 | 9.0e-01 |
 91600 | 2.92e-02 3.58e-02 | -4.2281e+05 -5.7252e+05 1.50e-01 | 1807.6 | 5.4e-01 |
 91700 | 2.46e-02 3.53e-02 | -4.2320e+05 -5.7248e+05 1.50e-01 | 1809.5 | 9.0e-01 |
 91800 | 3.48e-02 2.76e-02 | -4.2385e+05 -5.7263e+05 1.49e-01 | 1811.5 | 1.5e+00 |
 91900 | 3.59e-02 2.49e-02 | -4.2434e+05 -5.7284e+05 1.49e-01 | 1813.4 | 9.0e-01 |
 92000 | 2.87e-02 3.61e-02 | -4.2465e+05 -5.7292e+05 1.49e-01 | 1815.4 | 5.4e-01 |
 92100 | 2.47e-02 3.54e-02 | -4.2503e+05 -5.7271e+05 1.48e-01 | 1817.4 | 9.0e-01 |
 92200 | 3.67e-02 2.75e-02 | -4.2566e+05 -5.7244e+05 1.47e-01 | 1819.3 | 1.5e+00 |
 92300 | 3.69e-02 2.49e-02 | -4.2616e+05 -5.7215e+05 1.46e-01 | 1821.3 | 9.0e-01 |
 92400 | 2.94e-02 3.58e-02 | -4.2646e+05 -5.7175e+05 1.46e-01 | 1823.2 | 5.4e-01 |
 92500 | 2.45e-02 3.54e-02 | -4.2686e+05 -5.7171e+05 1.45e-01 | 1825.2 | 9.0e-01 |
 92600 | 3.48e-02 2.78e-02 | -4.2750e+05 -5.7184e+05 1.44e-01 | 1827.2 | 1.5e+00 |
 92700 | 3.60e-02 2.48e-02 | -4.2799e+05 -5.7206e+05 1.44e-01 | 1829.1 | 9.0e-01 |
 92800 | 2.88e-02 3.61e-02 | -4.2830e+05 -5.7217e+05 1.44e-01 | 1831.1 | 5.4e-01 |
 92900 | 2.47e-02 3.54e-02 | -4.2868e+05 -5.7201e+05 1.43e-01 | 1833.0 | 9.0e-01 |
 93000 | 3.62e-02 2.75e-02 | -4.2930e+05 -5.7174e+05 1.42e-01 | 1835.0 | 1.5e+00 |
 93100 | 3.67e-02 2.48e-02 | -4.2980e+05 -5.7142e+05 1.41e-01 | 1836.9 | 9.0e-01 |
 93200 | 2.94e-02 3.55e-02 | -4.3009e+05 -5.7100e+05 1.41e-01 | 1838.9 | 5.4e-01 |
 93300 | 2.44e-02 3.52e-02 | -4.3048e+05 -5.7094e+05 1.40e-01 | 1840.9 | 9.0e-01 |
 93400 | 3.44e-02 2.78e-02 | -4.3112e+05 -5.7107e+05 1.40e-01 | 1842.8 | 1.5e+00 |
 93500 | 3.59e-02 2.47e-02 | -4.3161e+05 -5.7129e+05 1.39e-01 | 1844.8 | 9.0e-01 |
 93600 | 2.88e-02 3.60e-02 | -4.3193e+05 -5.7144e+05 1.39e-01 | 1846.8 | 5.4e-01 |
 93700 | 2.46e-02 3.52e-02 | -4.3230e+05 -5.7132e+05 1.39e-01 | 1848.7 | 9.0e-01 |
 93800 | 3.55e-02 2.74e-02 | -4.3292e+05 -5.7106e+05 1.38e-01 | 1850.7 | 1.5e+00 |
 93900 | 3.64e-02 2.46e-02 | -4.3341e+05 -5.7072e+05 1.37e-01 | 1852.6 | 9.0e-01 |
 94000 | 2.94e-02 3.50e-02 | -4.3370e+05 -5.7028e+05 1.36e-01 | 1854.6 | 5.4e-01 |
 94100 | 2.42e-02 3.49e-02 | -4.3409e+05 -5.7020e+05 1.36e-01 | 1856.5 | 9.0e-01 |
 94200 | 3.40e-02 2.78e-02 | -4.3472e+05 -5.7033e+05 1.35e-01 | 1858.5 | 1.5e+00 |
 94300 | 3.57e-02 2.45e-02 | -4.3521e+05 -5.7054e+05 1.35e-01 | 1860.5 | 9.0e-01 |
 94400 | 2.86e-02 3.57e-02 | -4.3552e+05 -5.7073e+05 1.34e-01 | 1862.4 | 5.4e-01 |
 94500 | 2.44e-02 3.49e-02 | -4.3590e+05 -5.7065e+05 1.34e-01 | 1864.4 | 9.0e-01 |
 94600 | 3.49e-02 2.72e-02 | -4.3651e+05 -5.7041e+05 1.33e-01 | 1866.3 | 1.5e+00 |
 94700 | 3.59e-02 2.44e-02 | -4.3699e+05 -5.7004e+05 1.32e-01 | 1868.3 | 9.0e-01 |
 94800 | 2.92e-02 3.44e-02 | -4.3728e+05 -5.6959e+05 1.31e-01 | 1870.2 | 5.4e-01 |
 94900 | 2.41e-02 3.46e-02 | -4.3767e+05 -5.6951e+05 1.31e-01 | 1872.2 | 9.0e-01 |
 95000 | 3.35e-02 2.77e-02 | -4.3830e+05 -5.6963e+05 1.30e-01 | 1874.2 | 1.5e+00 |
 95100 | 3.54e-02 2.44e-02 | -4.3879e+05 -5.6984e+05 1.30e-01 | 1876.1 | 9.0e-01 |
 95200 | 2.84e-02 3.53e-02 | -4.3910e+05 -5.7006e+05 1.30e-01 | 1878.1 | 5.4e-01 |
 95300 | 2.43e-02 3.45e-02 | -4.3947e+05 -5.7001e+05 1.29e-01 | 1880.1 | 9.0e-01 |
 95400 | 3.43e-02 2.70e-02 | -4.4008e+05 -5.6977e+05 1.28e-01 | 1882.0 | 1.5e+00 |
 95500 | 3.54e-02 2.42e-02 | -4.4055e+05 -5.6939e+05 1.28e-01 | 1884.0 | 9.0e-01 |
 95600 | 2.90e-02 3.38e-02 | -4.4085e+05 -5.6895e+05 1.27e-01 | 1885.9 | 5.4e-01 |
 95700 | 2.39e-02 3.42e-02 | -4.4123e+05 -5.6886e+05 1.26e-01 | 1887.9 | 9.0e-01 |
 95800 | 3.29e-02 2.76e-02 | -4.4185e+05 -5.6896e+05 1.26e-01 | 1889.9 | 1.5e+00 |
 95900 | 3.50e-02 2.42e-02 | -4.4235e+05 -5.6917e+05 1.25e-01 | 1891.8 | 9.0e-01 |
 96000 | 2.83e-02 3.48e-02 | -4.4265e+05 -5.6942e+05 1.25e-01 | 1893.8 | 5.4e-01 |
 96100 | 2.42e-02 3.41e-02 | -4.4302e+05 -5.6939e+05 1.25e-01 | 1895.7 | 9.0e-01 |
 96200 | 3.37e-02 2.68e-02 | -4.4362e+05 -5.6916e+05 1.24e-01 | 1897.7 | 1.5e+00 |
 96300 | 3.49e-02 2.40e-02 | -4.4410e+05 -5.6877e+05 1.23e-01 | 1899.6 | 9.0e-01 |
 96400 | 2.88e-02 3.32e-02 | -4.4439e+05 -5.6834e+05 1.22e-01 | 1901.6 | 5.4e-01 |
 96500 | 2.39e-02 3.38e-02 | -4.4477e+05 -5.6824e+05 1.22e-01 | 1903.6 | 9.0e-01 |
 96600 | 3.24e-02 2.74e-02 | -4.4539e+05 -5.6834e+05 1.21e-01 | 1905.5 | 1.5e+00 |
 96700 | 3.46e-02 2.41e-02 | -4.4588e+05 -5.6853e+05 1.21e-01 | 1907.5 | 9.0e-01 |
 96800 | 2.81e-02 3.43e-02 | -4.4618e+05 -5.6879e+05 1.21e-01 | 1909.4 | 5.4e-01 |
 96900 | 2.41e-02 3.37e-02 | -4.4654e+05 -5.6878e+05 1.20e-01 | 1911.4 | 9.0e-01 |
 97000 | 3.31e-02 2.66e-02 | -4.4714e+05 -5.6856e+05 1.20e-01 | 1913.4 | 1.5e+00 |
 97100 | 3.43e-02 2.39e-02 | -4.4761e+05 -5.6817e+05 1.19e-01 | 1915.3 | 9.0e-01 |
 97200 | 2.85e-02 3.26e-02 | -4.4790e+05 -5.6776e+05 1.18e-01 | 1917.3 | 5.4e-01 |
 97300 | 2.38e-02 3.33e-02 | -4.4828e+05 -5.6765e+05 1.17e-01 | 1919.2 | 9.0e-01 |
 97400 | 3.19e-02 2.72e-02 | -4.4889e+05 -5.6775e+05 1.17e-01 | 1921.2 | 1.5e+00 |
 97500 | 3.41e-02 2.39e-02 | -4.4938e+05 -5.6793e+05 1.17e-01 | 1923.2 | 9.0e-01 |
 97600 | 2.79e-02 3.37e-02 | -4.4968e+05 -5.6820e+05 1.16e-01 | 1925.1 | 5.4e-01 |
 97700 | 2.39e-02 3.32e-02 | -4.5004e+05 -5.6820e+05 1.16e-01 | 1927.1 | 9.0e-01 |
 97800 | 3.25e-02 2.64e-02 | -4.5064e+05 -5.6798e+05 1.15e-01 | 1929.0 | 1.5e+00 |
 97900 | 3.37e-02 2.37e-02 | -4.5111e+05 -5.6759e+05 1.14e-01 | 1931.0 | 9.0e-01 |
 98000 | 2.82e-02 3.20e-02 | -4.5140e+05 -5.6721e+05 1.14e-01 | 1932.9 | 5.4e-01 |
 98100 | 2.35e-02 3.28e-02 | -4.5177e+05 -5.6711e+05 1.13e-01 | 1934.9 | 9.0e-01 |
 98200 | 3.13e-02 2.70e-02 | -4.5238e+05 -5.6720e+05 1.13e-01 | 1936.9 | 1.5e+00 |
 98300 | 3.35e-02 2.37e-02 | -4.5286e+05 -5.6736e+05 1.12e-01 | 1938.8 | 9.0e-01 |
 98400 | 2.76e-02 3.31e-02 | -4.5316e+05 -5.6763e+05 1.12e-01 | 1940.8 | 5.4e-01 |
 98500 | 2.38e-02 3.27e-02 | -4.5352e+05 -5.6764e+05 1.12e-01 | 1942.7 | 9.0e-01 |
 98600 | 3.18e-02 2.62e-02 | -4.5411e+05 -5.6742e+05 1.11e-01 | 1944.7 | 1.5e+00 |
 98700 | 3.31e-02 2.35e-02 | -4.5458e+05 -5.6704e+05 1.10e-01 | 1946.6 | 9.0e-01 |
 98800 | 2.79e-02 3.13e-02 | -4.5487e+05 -5.6668e+05 1.09e-01 | 1948.6 | 5.4e-01 |
 98900 | 2.35e-02 3.22e-02 | -4.5523e+05 -5.6660e+05 1.09e-01 | 1950.6 | 9.0e-01 |
 99000 | 3.07e-02 2.67e-02 | -4.5584e+05 -5.6667e+05 1.08e-01 | 1952.5 | 1.5e+00 |
 99100 | 3.29e-02 2.35e-02 | -4.5632e+05 -5.6682e+05 1.08e-01 | 1954.5 | 9.0e-01 |
 99200 | 2.74e-02 3.24e-02 | -4.5662e+05 -5.6708e+05 1.08e-01 | 1956.4 | 5.4e-01 |
 99300 | 2.36e-02 3.21e-02 | -4.5697e+05 -5.6709e+05 1.08e-01 | 1958.4 | 9.0e-01 |
 99400 | 3.12e-02 2.59e-02 | -4.5756e+05 -5.6688e+05 1.07e-01 | 1960.4 | 1.5e+00 |
 99500 | 3.24e-02 2.34e-02 | -4.5802e+05 -5.6650e+05 1.06e-01 | 1962.3 | 9.0e-01 |
 99600 | 2.76e-02 3.06e-02 | -4.5831e+05 -5.6617e+05 1.05e-01 | 1964.3 | 5.4e-01 |
 99700 | 2.34e-02 3.15e-02 | -4.5867e+05 -5.6612e+05 1.05e-01 | 1966.2 | 9.0e-01 |
 99800 | 3.00e-02 2.64e-02 | -4.5928e+05 -5.6617e+05 1.04e-01 | 1968.2 | 1.5e+00 |
 99900 | 3.21e-02 2.33e-02 | -4.5976e+05 -5.6630e+05 1.04e-01 | 1970.2 | 9.0e-01 |
 100000 | 2.71e-02 3.15e-02 | -4.6006e+05 -5.6654e+05 1.04e-01 | 1972.1 | 5.4e-01 |

 -------------------------------------------------------------------------------

Solver ended: maximum iteration reached

 primal infeasibility = 2.7e-02 
 dual   infeasibility = 3.2e-02 
 relative gap         = 1.0e-01
 primal objective = -4.60055732e+05 
 dual   objective = -5.66535813e+05

 time per iteration = 0.0197s 
 total time         = 1972.1s
 -------------------------------------------------------------------------------

best max KKT residual after switch  = 1.0e-01
